label_id,label,date,ticker,source,title,text,url,notes,model_prediction,model_sentiment_score,model_prob_negative,model_prob_neutral,model_prob_positive
N000011,,2026-06-01,AKM,KAP,AK YATIRIM MENKUL DEĞERLER A.Ş. - Piyasa Yapıcılığı Kapsamında Gerçekleştirilen İşlemler Bildirimi,"AK YATIRIM MENKUL DEĞERLER A.Ş. - Piyasa Yapıcılığı Kapsamında Gerçekleştirilen İşlemler Bildirimi. Piyasa Yapıcılığı Kapsamında Gerçekleştirilen İşlemler Bildirimi 25.05.2026 - 26.05.2026 Tarih Aralığında Gerçekleşen Borsa Yatırım Fonları Piyasa Yapıcı İşlemleri APGLD, APMDL",https://www.kap.org.tr/tr/Bildirim/1611448,,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
N000012,,2026-06-01,AKM,KAP,AK YATIRIM MENKUL DEĞERLER A.Ş. - Yatırım Kuruluşu Varant - Sertifika - Senetlerine İlişkin Bildirim,AK YATIRIM MENKUL DEĞERLER A.Ş. - Yatırım Kuruluşu Varant - Sertifika - Senetlerine İlişkin Bildirim. Yatırım Kuruluşu Varant - Sertifika - Senetlerine İlişkin Bildirim Varant ve Sertifika PY Alım Satım Bildirimi,https://www.kap.org.tr/tr/Bildirim/1611380,,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
N000013,,2026-06-01,AKMEN,KAP,AK YATIRIM MENKUL DEĞERLER A.Ş. - Likidite Sağlayıcılık Kapsamındaki İşlemler,AK YATIRIM MENKUL DEĞERLER A.Ş. - Likidite Sağlayıcılık Kapsamındaki İşlemler. Likidite Sağlayıcılık Kapsamındaki İşlemler LOGO Paylarında Likidite Sağlayıcılığı Kapsamında Gerçekleştirilen İşlemler 18.05.2026 - 29.05.2026 LOGO,https://www.kap.org.tr/tr/Bildirim/1611379,,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
N000014,,2026-06-01,AKMEN,KAP,AK YATIRIM MENKUL DEĞERLER A.Ş. - Likidite Sağlayıcılık Kapsamındaki İşlemler,AK YATIRIM MENKUL DEĞERLER A.Ş. - Likidite Sağlayıcılık Kapsamındaki İşlemler. Likidite Sağlayıcılık Kapsamındaki İşlemler ORGE Paylarında Likidite Sağlayıcılığı Kapsamında Gerçekleştirilen İşlemler 18.05.2026 - 29.05.2026 ORGE,https://www.kap.org.tr/tr/Bildirim/1611377,,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
N000015,,2026-06-01,AKMEN,KAP,AK YATIRIM MENKUL DEĞERLER A.Ş. - Piyasa Yapıcılığı Kapsamında Gerçekleştirilen İşlemler Bildirimi,"AK YATIRIM MENKUL DEĞERLER A.Ş. - Piyasa Yapıcılığı Kapsamında Gerçekleştirilen İşlemler Bildirimi. Piyasa Yapıcılığı Kapsamında Gerçekleştirilen İşlemler Bildirimi 25.05.2026 - 26.05.2026 Tarih Aralığında Gerçekleşen Borsa Yatırım Fonları Piyasa Yapıcı İşlemleri APGLD, APMDL",https://www.kap.org.tr/tr/Bildirim/1611448,,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
N000016,,2026-06-01,AKMEN,KAP,AK YATIRIM MENKUL DEĞERLER A.Ş. - Yatırım Kuruluşu Varant - Sertifika - Senetlerine İlişkin Bildirim,AK YATIRIM MENKUL DEĞERLER A.Ş. - Yatırım Kuruluşu Varant - Sertifika - Senetlerine İlişkin Bildirim. Yatırım Kuruluşu Varant - Sertifika - Senetlerine İlişkin Bildirim Varant ve Sertifika PY Alım Satım Bildirimi,https://www.kap.org.tr/tr/Bildirim/1611380,,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
N000017,,2026-06-01,AKTVK,KAP,AKTİF BANK SUKUK VARLIK KİRALAMA A.Ş. - Pay Dışında Sermaye Piyasası Aracı İşlemlerine İlişkin Bildirim (Faizsiz),AKTİF BANK SUKUK VARLIK KİRALAMA A.Ş. - Pay Dışında Sermaye Piyasası Aracı İşlemlerine İlişkin Bildirim (Faizsiz). Pay Dışında Sermaye Piyasası Aracı İşlemlerine İlişkin Bildirim (Faizsiz) İtfa,https://www.kap.org.tr/tr/Bildirim/1611447,,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
N000018,,2026-06-01,AKTVK,KAP,AKTİF BANK SUKUK VARLIK KİRALAMA A.Ş. - Pay Dışında Sermaye Piyasası Aracı İşlemlerine İlişkin Bildirim (Faizsiz),AKTİF BANK SUKUK VARLIK KİRALAMA A.Ş. - Pay Dışında Sermaye Piyasası Aracı İşlemlerine İlişkin Bildirim (Faizsiz). Pay Dışında Sermaye Piyasası Aracı İşlemlerine İlişkin Bildirim (Faizsiz) Kupon Oranı Belirlenmesi,https://www.kap.org.tr/tr/Bildirim/1611404,,neutral,0.0351483778242879,0.2885431216659895,0.3877653788437328,0.3236914994902775
N000019,,2026-06-01,ARDYZ,KAP,ARD GRUP BİLİŞİM TEKNOLOJİLERİ A.Ş. - Yeni İş İlişkisi,ARD GRUP BİLİŞİM TEKNOLOJİLERİ A.Ş. - Yeni İş İlişkisi. Yeni İş İlişkisi Sözleşme İmzalanması Hk.,https://www.kap.org.tr/tr/Bildirim/1611290,,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
N000020,,2026-06-01,ASELS,KAP,ASELSAN ELEKTRONİK SANAYİ VE TİCARET A.Ş. - Yeni İş İlişkisi,ASELSAN ELEKTRONİK SANAYİ VE TİCARET A.Ş. - Yeni İş İlişkisi. Yeni İş İlişkisi Sözleşme İmzalanması,https://www.kap.org.tr/tr/Bildirim/1611291,,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
N000021,,2026-06-01,ATLAS,KAP,ATLAS MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş. - Haftalık Rapor,ATLAS MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş. - Haftalık Rapor. Haftalık Rapor Haftalık Rapor,https://www.kap.org.tr/tr/Bildirim/1611391,,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
N000022,,2026-06-01,ATLAS,KAP,ATLAS MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş. - Özel Durum Açıklaması (Genel),ATLAS MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş. - Özel Durum Açıklaması (Genel). Özel Durum Açıklaması (Genel) Portföy Yönetim Şirketi Değişikliği Hakkında,https://www.kap.org.tr/tr/Bildirim/1611663,,neutral,0.0337821055059238,0.2823025458546856,0.4016128027847048,0.3160846513606095
N000023,,2026-06-01,BLS,KAP,BULLS YATIRIM MENKUL DEĞERLER A.Ş. - Pay Alım Teklifi Yoluyla Pay Toplanmasına İlişkin Bildirim,BULLS YATIRIM MENKUL DEĞERLER A.Ş. - Pay Alım Teklifi Yoluyla Pay Toplanmasına İlişkin Bildirim. Pay Alım Teklifi Yoluyla Pay Toplanmasına İlişkin Bildirim Özerden Ambalaj Sanayi A.Ş. Paylarına Yönelik Zorunlu Pay Alım Teklifi OZRDN,https://www.kap.org.tr/tr/Bildirim/1611618,,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
N000024,,2026-06-01,BLSMD,KAP,BULLS YATIRIM MENKUL DEĞERLER A.Ş. - Pay Alım Teklifi Yoluyla Pay Toplanmasına İlişkin Bildirim,BULLS YATIRIM MENKUL DEĞERLER A.Ş. - Pay Alım Teklifi Yoluyla Pay Toplanmasına İlişkin Bildirim. Pay Alım Teklifi Yoluyla Pay Toplanmasına İlişkin Bildirim Özerden Ambalaj Sanayi A.Ş. Paylarına Yönelik Zorunlu Pay Alım Teklifi OZRDN,https://www.kap.org.tr/tr/Bildirim/1611618,,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
N000025,,2026-06-01,BRMEN,KAP,BİRLİK MENSUCAT TİCARET VE SANAYİ İŞLETMESİ A.Ş. - Faaliyet Raporu (Konsolide),BİRLİK MENSUCAT TİCARET VE SANAYİ İŞLETMESİ A.Ş. - Faaliyet Raporu (Konsolide). Faaliyet Raporu (Konsolide) BRMEN Yönetim Kurulu Faaliyet Raporu,https://www.kap.org.tr/tr/Bildirim/1611639,,neutral,0.0757413717549689,0.2821095369281806,0.3600395543886698,0.3578509086831495
N000026,,2026-06-01,BRMEN,KAP,BİRLİK MENSUCAT TİCARET VE SANAYİ İŞLETMESİ A.Ş. - Finansal Rapor,BİRLİK MENSUCAT TİCARET VE SANAYİ İŞLETMESİ A.Ş. - Finansal Rapor. Finansal Rapor,https://www.kap.org.tr/tr/Bildirim/1611638,,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
N000027,,2026-06-01,BRMEN,KAP,BİRLİK MENSUCAT TİCARET VE SANAYİ İŞLETMESİ A.Ş. - Sermaye Artırımından Elde Edilecek - Edilen Fonun Kullanımına İlişkin Rapor,BİRLİK MENSUCAT TİCARET VE SANAYİ İŞLETMESİ A.Ş. - Sermaye Artırımından Elde Edilecek - Edilen Fonun Kullanımına İlişkin Rapor. Sermaye Artırımından Elde Edilecek - Edilen Fonun Kullanımına İlişkin Rapor Sermaye Artırımından Elde Edilen Fonun Kullanımına İlişkin Rapor,https://www.kap.org.tr/tr/Bildirim/1611664,,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
N000028,,2026-06-01,BRMEN,KAP,BİRLİK MENSUCAT TİCARET VE SANAYİ İŞLETMESİ A.Ş. - Sorumluluk Beyanı (Konsolide),BİRLİK MENSUCAT TİCARET VE SANAYİ İŞLETMESİ A.Ş. - Sorumluluk Beyanı (Konsolide). Sorumluluk Beyanı (Konsolide) BRMEN Sorumluluk Beyanı,https://www.kap.org.tr/tr/Bildirim/1611640,,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
N000029,,2026-06-01,BRSAN,KAP,BORUSAN BİRLEŞİK BORU FABRİKALARI SANAYİ VE TİCARET A.Ş. - Yeni İş İlişkisi,BORUSAN BİRLEŞİK BORU FABRİKALARI SANAYİ VE TİCARET A.Ş. - Yeni İş İlişkisi. Yeni İş İlişkisi Amerika Birleşik Devletleri'nde Yeni Satış Siparişlerinin Alınması,https://www.kap.org.tr/tr/Bildirim/1611282,,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
N000030,,2026-06-01,CMSAN,KAP,ÇAMSAN ENTEGRE AĞAÇ SANAYİ VE TİCARET A.Ş. - Pay Dışında Sermaye Piyasası Aracı İşlemlerine İlişkin Bildirim (Faiz İçeren),ÇAMSAN ENTEGRE AĞAÇ SANAYİ VE TİCARET A.Ş. - Pay Dışında Sermaye Piyasası Aracı İşlemlerine İlişkin Bildirim (Faiz İçeren). Pay Dışında Sermaye Piyasası Aracı İşlemlerine İlişkin Bildirim (Faiz İçeren) Finansman Bonosu İtfası,https://www.kap.org.tr/tr/Bildirim/1611545,,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
N000031,,2026-06-01,DCTTR,KAP,DCT TRADİNG DIŞ TİCARET A.Ş. - Pay Satış Bilgi Formu,DCT TRADİNG DIŞ TİCARET A.Ş. - Pay Satış Bilgi Formu. Pay Satış Bilgi Formu Pay Satış Bilgi Formu SPK Başvurusu Hakkında,https://www.kap.org.tr/tr/Bildirim/1611677,,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
N000032,,2026-06-01,EKGYO,KAP,EMLAK KONUT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş. - Değerleme Raporu,EMLAK KONUT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş. - Değerleme Raporu. Değerleme Raporu Hayat Flora Gayrimenkul Değerleme Raporu,https://www.kap.org.tr/tr/Bildirim/1611682,,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
N000033,,2026-06-01,EKGYO,KAP,EMLAK KONUT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş. - Özel Durum Açıklaması (Genel),EMLAK KONUT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş. - Özel Durum Açıklaması (Genel). Özel Durum Açıklaması (Genel) Kira Sertifikası (Sukuk) İhracı Satışının Tamamlanması,https://www.kap.org.tr/tr/Bildirim/1611684,,neutral,0.0351483778242879,0.2885431216659895,0.3877653788437328,0.3236914994902775
N000034,,2026-06-01,EKGYO,KAP,EMLAK KONUT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş. - Özel Durum Açıklaması (Genel),EMLAK KONUT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş. - Özel Durum Açıklaması (Genel). Özel Durum Açıklaması (Genel) İstanbul Hoşdere Emlak Konut Vadi Evleri 1. Etap Kesin Kabul,https://www.kap.org.tr/tr/Bildirim/1611683,,neutral,0.0351483778242879,0.2885431216659895,0.3877653788437328,0.3236914994902775
N000035,,2026-06-01,EKTVK,KAP,EMLAK KATILIM VARLIK KİRALAMA A.Ş. - Pay Dışında Sermaye Piyasası Aracı İşlemlerine İlişkin Bildirim (Faizsiz),EMLAK KATILIM VARLIK KİRALAMA A.Ş. - Pay Dışında Sermaye Piyasası Aracı İşlemlerine İlişkin Bildirim (Faizsiz). Pay Dışında Sermaye Piyasası Aracı İşlemlerine İlişkin Bildirim (Faizsiz) Şirketimiz Tarafından İhraç Edilmiş Olan TRDEVKS62612 ISIN Kodlu Kira Sertifikasının İtfası Hk. EKT,https://www.kap.org.tr/tr/Bildirim/1611530,,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
N000036,,2026-06-01,EKTVK,KAP,EMLAK KATILIM VARLIK KİRALAMA A.Ş. - Pay Dışında Sermaye Piyasası Aracı İşlemlerine İlişkin Bildirim (Faizsiz),EMLAK KATILIM VARLIK KİRALAMA A.Ş. - Pay Dışında Sermaye Piyasası Aracı İşlemlerine İlişkin Bildirim (Faizsiz). Pay Dışında Sermaye Piyasası Aracı İşlemlerine İlişkin Bildirim (Faizsiz) TRDEVKSE2614 ISIN Kodlu Kira Sertifikası İhracının Nitelikli Yatırımcıya Satışının Tamamlanması Hk. EKT,https://www.kap.org.tr/tr/Bildirim/1611310,,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
N000037,,2026-06-01,EMVAR,KAP,EMLAK VARLIK KİRALAMA A.Ş. - Pay Dışında Sermaye Piyasası Aracı İşlemlerine İlişkin Bildirim (Faizsiz),EMLAK VARLIK KİRALAMA A.Ş. - Pay Dışında Sermaye Piyasası Aracı İşlemlerine İlişkin Bildirim (Faizsiz). Pay Dışında Sermaye Piyasası Aracı İşlemlerine İlişkin Bildirim (Faizsiz) TRDEMVK32717 ISIN Kodlu Kira Sertifikasının 9. Dönemsel Getiri Ödemesi Hk. GRFIN,https://www.kap.org.tr/tr/Bildirim/1611529,,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
N000038,,2026-06-01,EXIMB,KAP,TÜRKİYE İHRACAT KREDİ BANKASI A.Ş. - Pay Dışında Sermaye Piyasası Aracı İşlemlerine İlişkin Bildirim (Faiz İçeren),TÜRKİYE İHRACAT KREDİ BANKASI A.Ş. - Pay Dışında Sermaye Piyasası Aracı İşlemlerine İlişkin Bildirim (Faiz İçeren). Pay Dışında Sermaye Piyasası Aracı İşlemlerine İlişkin Bildirim (Faiz İçeren) GMTN programı çerçevesinde yurt dışında borçlanma aracı ihracı,https://www.kap.org.tr/tr/Bildirim/1611497,,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
N000039,,2026-06-01,FIN,KAP,QNB BANK A.Ş. - Pay Dışında Sermaye Piyasası Aracı İşlemlerine İlişkin Bildirim (Faiz İçeren),QNB BANK A.Ş. - Pay Dışında Sermaye Piyasası Aracı İşlemlerine İlişkin Bildirim (Faiz İçeren). Pay Dışında Sermaye Piyasası Aracı İşlemlerine İlişkin Bildirim (Faiz İçeren) MTN programı kapsamında yurtdışında ihraç edilen borçlanma aracının ihracı,https://www.kap.org.tr/tr/Bildirim/1611429,,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
N000040,,2026-06-01,FORTE,KAP,FORTE BİLGİ İLETİŞİM TEKNOLOJİLERİ VE SAVUNMA SANAYİ A.Ş. - Yeni İş İlişkisi,FORTE BİLGİ İLETİŞİM TEKNOLOJİLERİ VE SAVUNMA SANAYİ A.Ş. - Yeni İş İlişkisi. Yeni İş İlişkisi T.C. Milli Eğitim Bakanlığı İhale Sonucu,https://www.kap.org.tr/tr/Bildirim/1611370,,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
N000041,,2026-06-01,GRNYO,KAP,GARANTİ YATIRIM ORTAKLIĞI A.Ş. - Haftalık Rapor,GARANTİ YATIRIM ORTAKLIĞI A.Ş. - Haftalık Rapor. Haftalık Rapor 26.05.2026 tarihli haftalık rapordur.,https://www.kap.org.tr/tr/Bildirim/1611358,,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
N000042,,2026-06-01,GRNYO,KAP,GARANTİ YATIRIM ORTAKLIĞI A.Ş. - Özel Durum Açıklaması (Genel),GARANTİ YATIRIM ORTAKLIĞI A.Ş. - Özel Durum Açıklaması (Genel). Özel Durum Açıklaması (Genel) Rota Portföy Yönetimi A.Ş.ile Portföy Yönetim Sözleşmesi Düzenlenmesi,https://www.kap.org.tr/tr/Bildirim/1611431,,neutral,0.0722609706074766,0.2754269515036929,0.3768851263851374,0.3476879221111695
N000043,,2026-06-01,GRNYO,KAP,GARANTİ YATIRIM ORTAKLIĞI A.Ş. - Özel Durum Açıklaması (Genel),"GARANTİ YATIRIM ORTAKLIĞI A.Ş. - Özel Durum Açıklaması (Genel). Özel Durum Açıklaması (Genel) Paylarının BİAŞ'ta oluşan ağırlıklı ortalama fiyatının, pay başına net aktif değerinin 2 katını aşması hakkında.",https://www.kap.org.tr/tr/Bildirim/1611359,,neutral,0.0351483778242879,0.2885431216659895,0.3877653788437328,0.3236914994902775
N000044,,2026-06-01,GUNDG,KAP,GÜNDOĞDU GIDA SÜT ÜRÜNLERİ SANAYİ VE DIŞ TİCARET A.Ş. - Kurumsal Yönetim Bilgi Formu (Güncelleme) - Yönetim Kurulu-2,GÜNDOĞDU GIDA SÜT ÜRÜNLERİ SANAYİ VE DIŞ TİCARET A.Ş. - Kurumsal Yönetim Bilgi Formu (Güncelleme) - Yönetim Kurulu-2. Kurumsal Yönetim Bilgi Formu (Güncelleme) - Yönetim Kurulu-2 Güncelleme,https://www.kap.org.tr/tr/Bildirim/1611342,,neutral,0.0600360385209827,0.2832852070576424,0.3733935473637323,0.3433212455786251
N000045,,2026-06-01,GUNDG,KAP,GÜNDOĞDU GIDA SÜT ÜRÜNLERİ SANAYİ VE DIŞ TİCARET A.Ş. - Şirket Genel Bilgi Formu,GÜNDOĞDU GIDA SÜT ÜRÜNLERİ SANAYİ VE DIŞ TİCARET A.Ş. - Şirket Genel Bilgi Formu. Şirket Genel Bilgi Formu,https://www.kap.org.tr/tr/Bildirim/1611344,,neutral,0.0351483778242879,0.2885431216659895,0.3877653788437328,0.3236914994902775
N000046,,2026-06-01,HEDEF,KAP,HEDEF HOLDİNG A.Ş. - Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim,HEDEF HOLDİNG A.Ş. - Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim. Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim Bedelsiz Sermaye Artırımı Kapsamında Payların Dağıtım Tarihine İlişkin Bildirim Hk.,https://www.kap.org.tr/tr/Bildirim/1611434,,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
N000047,,2026-06-01,IMASM,KAP,İMAŞ MAKİNA SANAYİ A.Ş. - Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim,İMAŞ MAKİNA SANAYİ A.Ş. - Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim. Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim Sermaye Artırımına İlişkin SPK Başvurusu Hk.,https://www.kap.org.tr/tr/Bildirim/1611655,,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
N000048,,2026-06-01,IMASM,KAP,İMAŞ MAKİNA SANAYİ A.Ş. - Sermaye Artırımından Elde Edilecek - Edilen Fonun Kullanımına İlişkin Rapor,İMAŞ MAKİNA SANAYİ A.Ş. - Sermaye Artırımından Elde Edilecek - Edilen Fonun Kullanımına İlişkin Rapor. Sermaye Artırımından Elde Edilecek - Edilen Fonun Kullanımına İlişkin Rapor Sermaye Artırımından Elde Edilecek Fonun Kullanımına İlişkin Rapor,https://www.kap.org.tr/tr/Bildirim/1611659,,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
N000049,,2026-06-01,IMASM,KAP,İMAŞ MAKİNA SANAYİ A.Ş. - İzahname (SPK Onayına Sunulan),İMAŞ MAKİNA SANAYİ A.Ş. - İzahname (SPK Onayına Sunulan). İzahname (SPK Onayına Sunulan) Sermaye Artırımı Başvurusu Kapsamında SPK Onayına Sunulan Taslak İzahname,https://www.kap.org.tr/tr/Bildirim/1611658,,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
N000050,,2026-06-01,INFO,KAP,İNFO YATIRIM MENKUL DEĞERLER A.Ş. - Yatırım Kuruluşu Varant - Sertifika - Senetlerine İlişkin Bildirim,İNFO YATIRIM MENKUL DEĞERLER A.Ş. - Yatırım Kuruluşu Varant - Sertifika - Senetlerine İlişkin Bildirim. Yatırım Kuruluşu Varant - Sertifika - Senetlerine İlişkin Bildirim 26.05.2026 Vadeli Varantların İtfası,https://www.kap.org.tr/tr/Bildirim/1611506,,neutral,0.0392330709607953,0.306218514176777,0.3483299006856505,0.3454515851375724
